Street;Neighbourhood;City;Zipcode;Country;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Location;Cancellation Policy;Reviews per Month
Madrid, Comunidad de Madrid 28053, Spain;;Madrid;28053;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;35.0;;;1;0;2;2;9;21;109;12;9.0;flexible;3.56
Almagro, Madrid, Comunidad de Madrid 28003, Spain;Almagro;Madrid;28003;Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;140.0;;140.0;2;20;7;15;45;75;75;0;;strict;
Hortaleza, Madrid, Comunidad de Madrid 28043, Spain;Hortaleza;Madrid;28043;Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;40.0;;;1;0;1;0;0;0;0;1;10.0;flexible;0.04
Madrid, Madrid 28020, Spain;;Madrid;28020;Spain;Apartment;Entire home/apt;10;2.0;5.0;8.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials;;125.0;400.0;40.0;6;18;3;5;18;35;288;7;9.0;flexible;0.38
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;52.0;;15.0;5;15;1;3;3;3;100;41;10.0;strict;3.45
Hortaleza, Madrid, Comunidad de Madrid 28055, Spain;Hortaleza;Madrid;28055;Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Wireless Internet,Pool,Free parking on premises,Gym,Breakfast,Hot tub,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo;;130.0;;;1;0;1;20;47;77;346;1;10.0;flexible;0.16
Malasaña, Madrid, Comunidad de Madrid 28013, Spain;Malasaña;Madrid;28013;Spain;Condominium;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;200.0;;90.0;1;0;3;22;52;82;357;0;;strict;
Hortaleza, Madrid, Comunidad de Madrid 28043, Spain;Hortaleza;Madrid;28043;Spain;House;Private room;2;1.0;1.0;2.0;Real Bed;Wireless Internet,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;30.0;;;1;10;2;21;51;81;356;0;;flexible;
Acacias, Madrid, Comunidad de Madrid 28005, Spain;Acacias;Madrid;28005;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;45.0;100.0;25.0;2;25;2;3;7;10;227;60;9.0;moderate;3.8
Madrid, Comunidad de Madrid 28041, Spain;;Madrid;28041;Spain;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;;1;0;1;7;35;61;333;70;8.0;strict;5.98
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;150.0;300.0;50.0;2;50;2;14;44;67;157;4;10.0;strict;2.93
Madrid, Comunidad de Madrid 28014, Spain;;Madrid;28014;Spain;Apartment;Entire home/apt;6;3.0;4.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;160.0;;77.0;2;0;3;3;9;19;147;37;10.0;strict;1.76
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;113.0;200.0;37.0;1;0;2;10;20;40;315;17;10.0;strict;3.62
Villa de Vallecas, Madrid, Comunidad de Madrid 28031, Spain;Villa de Vallecas;Madrid;28031;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace;;20.0;;;1;0;1;30;60;90;365;2;8.0;flexible;0.19
Madrid, Comunidad de Madrid 28037, Spain;;Madrid;28037;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Doorman,Pets live on this property,Cat(s),Elevator in building,Heating,Essentials,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;15.0;;;1;0;1;5;12;18;18;13;9.0;moderate;4.11
Goya, Madrid, Comunidad de Madrid 28001, Spain;Goya;Madrid;28001;Spain;House;Entire home/apt;4;1.5;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;;30.0;1;0;3;2;4;18;270;18;10.0;flexible;1.98
Argüelles, Madrid, Comunidad de Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;Apartment;Shared room;10;1.0;1.0;10.0;Real Bed;Wireless Internet,Heating,Fire extinguisher,Lock on bedroom door,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;11.0;;;1;15;1;30;60;90;365;1;8.0;strict;0.18
Madrid, Comunidad de Madrid 28045, Spain;;Madrid;28045;Spain;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo;;32.0;159.0;5.0;1;5;1;0;0;0;0;2;9.0;flexible;0.12
Madrid, Comunidad de Madrid 28008, Spain;;Madrid;28008;Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo;;120.0;120.0;;2;20;3;0;0;0;0;0;;strict;
Madrid, Community of Madrid, Spain;;Madrid;;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Air conditioning,Kitchen,Smoking allowed,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;;1;0;1;23;53;83;173;0;;flexible;
Madrid, Comunidad de Madrid 28014, Spain;;Madrid;28014;Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;80.0;100.0;20.0;1;0;2;16;41;71;248;0;;strict;
Delicias, Madrid, Comunidad de Madrid 28045, Spain;Delicias;Madrid;28045;Spain;Apartment;Entire home/apt;5;1.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;60.0;;25.0;2;12;3;4;11;26;46;36;9.0;flexible;1.99
Berruguete, Madrid, Comunidad de Madrid 28020, Spain;Berruguete;Madrid;28020;Spain;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;Kitchen,Smoking allowed,Breakfast,Elevator in building,Suitable for events,Washer,Iron,Laptop friendly workspace;;22.0;;;1;0;1;30;60;90;365;0;;flexible;
Cortes, Madrid, Madrid 28014, Spain;Cortes;Madrid;28014;Spain;Apartment;Private room;5;1.0;1.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;;20.0;;12.0;1;15;3;8;38;68;343;30;10.0;moderate;0.54
Puente de Vallecas, Madrid, Comunidad de Madrid 28038, Spain;Puente de Vallecas;Madrid;28038;Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;100.0;30.0;2;10;3;9;37;67;305;22;9.0;moderate;3.49
Ciudad Lineal, Madrid, Comunidad de Madrid 28027, Spain;Ciudad Lineal;Madrid;28027;Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;49.0;100.0;30.0;1;15;1;6;22;50;139;28;9.0;moderate;1.48
Cuatro Caminos, Madrid, Comunidad de Madrid 28020, Spain;Cuatro Caminos;Madrid;28020;Spain;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron;;50.0;150.0;;1;0;5;10;17;18;123;1;8.0;moderate;0.18
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;100.0;;2;12;4;3;10;21;109;55;9.0;moderate;3.86
Madrid, Comunidad de Madrid, Spain;;Madrid;;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;;;1;0;7;7;37;67;342;9;8.0;flexible;0.31
Madrid, Comunidad de Madrid 28012, Spain;;Madrid;28012;Spain;House;Private room;2;1.5;1.0;2.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Hangers;;18.0;100.0;20.0;1;0;15;0;0;0;0;0;;flexible;
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;60.0;;;1;0;2;2;8;13;48;108;10.0;strict;4.42
Justicia, Madrid, Comunidad de Madrid 28013, Spain;Justicia;Madrid;28013;Spain;Apartment;Private room;3;4.5;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;30.0;;10.0;2;10;1;5;5;5;42;8;10.0;strict;0.85
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;27.0;;15.0;1;0;2;2;20;43;44;18;10.0;moderate;2.5
Madrid, Community of Madrid 28012, Spain;;Madrid;28012;Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo;;55.0;100.0;15.0;1;0;3;8;19;31;269;132;10.0;moderate;3.12
Malasaña, Madrid, Community of Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;115.0;150.0;15.0;4;15;3;2;5;31;306;49;10.0;strict;1.39
Malasaña, Madrid, Comunidad de Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;Loft;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron;;199.0;100.0;39.0;2;25;2;1;31;61;336;3;10.0;strict;0.19
Madrid, Comunidad de Madrid 28004, Spain;;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;65.0;100.0;12.0;1;10;3;0;0;4;4;3;10.0;moderate;0.76
Imperial, Madrid, Madrid 28005, Spain;Imperial;Madrid;28005;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;25.0;;;1;0;1;0;0;30;30;1;10.0;flexible;0.16
Almenara, Madrid, Comunidad de Madrid 28029, Spain;Almenara;Madrid;28029;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,24-hour check-in,Hair dryer,Iron;;65.0;500.0;30.0;1;0;1;0;0;0;0;0;;flexible;
Malasaña, Madrid, Comunidad de Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;Apartment;Entire home/apt;8;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;180.0;250.0;79.0;6;10;2;11;36;60;335;0;;strict;
Vallehermosa, Madrid, Comunidad de Madrid 28003, Spain;Vallehermosa;Madrid;28003;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;40.0;100.0;;2;0;1;8;21;51;326;7;9.0;moderate;1.21
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;55.0;150.0;30.0;1;0;3;2;7;26;276;4;10.0;flexible;2.67
Madrid, Comunidad de Madrid, Spain;;Madrid;;Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;95.0;30.0;1;0;1;17;47;77;352;9;9.0;moderate;0.83
Madrid, Comunidad de Madrid 28027, Spain;;Madrid;28027;Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo;;40.0;;;1;0;1;6;30;60;150;25;8.0;flexible;1.96
San Blas, Madrid, Comunidad de Madrid 28032, Spain;San Blas;Madrid;28032;Spain;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;33.0;;5.0;1;0;2;28;58;88;88;3;10.0;flexible;0.38
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;0.0;80.0;;;1;0;12;0;1;2;72;2;10.0;moderate;0.05
Madrid, Comunidad de Madrid 28026, Spain;;Madrid;28026;Spain;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Pets allowed,Breakfast,Pets live on this property,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;55.0;;20.0;1;0;1;18;45;66;339;4;9.0;moderate;3.43
Madrid, Comunidad de Madrid 28019, Spain;;Madrid;28019;Spain;House;Private room;2;1.0;1.0;2.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials;;19.0;;;1;10;3;23;53;83;173;1;6.0;strict;0.16
Carabanchel, Madrid, Madrid 28025, Spain;Carabanchel;Madrid;28025;Spain;Apartment;Entire home/apt;2;;3.0;;Real Bed;;;79.0;;;1;0;6;30;60;90;365;0;;strict;
Aluche, Madrid, Comunidad de Madrid 28024, Spain;Aluche;Madrid;28024;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Breakfast,Pets live on this property,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;;20.0;;;1;0;1;30;60;90;365;3;9.0;flexible;0.33
Pacifico, Madrid, Comunidad de Madrid 28014, Spain;Pacifico;Madrid;28014;Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Cat(s),Elevator in building,Heating,Suitable for events,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;;;1;0;1;0;0;0;0;2;10.0;flexible;0.45
Puente de Vallecas, Madrid, Comunidad de Madrid 28053, Spain;Puente de Vallecas;Madrid;28053;Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;38.0;500.0;20.0;1;0;28;0;5;35;310;2;10.0;strict;0.1
Madrid, Espańa 28025, Spain;;Madrid;28025;Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Kitchen,Heating,Family/kid friendly,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;20.0;;;1;0;2;29;59;89;364;7;8.0;strict;0.54
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;75.0;;33.0;3;0;2;5;12;29;172;34;10.0;strict;2.52
San Blas, Madrid, Comunidad de Madrid 28037, Spain;San Blas;Madrid;28037;Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;68.0;150.0;25.0;2;10;2;2;12;20;236;121;9.0;strict;4.02
Justicia, Madrid, Comunidad de Madrid 28004, Spain;Justicia;Madrid;28004;Spain;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;77.0;150.0;20.0;1;0;2;6;12;20;284;144;10.0;strict;5.46
